,GOID,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
0,370010201001,-1.4308161928453815,0.8205303314354491,-0.9688455188778423,0.1983897195441363,2.1500744472155704,-0.37622594261365344
1,370010201002,0.7926204960196375,1.0573080236173669,0.24301335656094922,0.1955368545020082,2.4449003180946582,-0.19614099693268777
2,370010201003,-5.6619565753401995,-1.5118720724395405,0.5952872379385726,-2.9787270091185656,-1.3389925622060348,-1.0409943015450795
3,370010201004,-3.4705518948914156,1.5013248776797692,-1.6023506796200624,1.9777162310656815,2.3608878135808427,-1.270433722507964
4,370010202001,-1.3426297406676286,-2.8410605275757477,-1.9186237395953107,-1.6127220758868634,0.06855299765011555,-0.24683860558516302
5,370010202002,-3.246545882743876,0.1745251087166668,-1.7133831995563926,-2.2807355411557797,-1.6853873703493625,-0.4464544958848165
6,370010202003,-4.225000425125735,-2.1006977132027322,-1.4877201118238088,-1.5215151969573697,-0.059306946093215136,-1.5584303163788182
7,370010202004,-3.3641503189257964,-0.017997494124587683,0.09156094463244549,-0.5956243181602509,1.9684035302150416,-0.7454625489599889
8,370010203011,-1.3873933137304137,-2.428687307424721,-2.320954637657482,-0.8863131198527557,-0.6195551328793993,-0.563542169750086
9,370010203012,-4.366014380048624,-1.4453249382123232,-1.7961237833319292,0.7661458516778005,-0.0008946109956722087,-0.781482550717004
10,370010203013,-2.765628619637833,1.835897786004185,1.2471745672749588,-2.8011853716262993,-0.2977490307837844,0.29548761204413115
11,370010203021,-0.9937405550030796,-2.2300974503207986,-1.6674639665634778,-1.092459709098174,0.4556231056106833,-0.31425710118211864
12,370010203022,0.7302233074405111,-1.2558480995893935,-2.540842285191319,-0.7825062976133067,0.05316445506298707,1.6606877926056267
13,370010204001,-0.19497621355689299,-2.393872255333796,-1.209926502556858,-0.8139579542762182,0.6373086012703206,1.54656054358852
14,370010204002,-3.606366043653446,-4.228134844833614,-0.012206580646756036,-2.504917294502157,-0.6075931451045884,0.3413039982830362
15,370010204003,-3.3737403511713193,1.1148892850333258,3.6589545032320077,-2.0990356742802283,0.12198261840878545,-1.318179124609118
16,370010204004,-3.8592180175080175,-0.39580275021949946,2.0361307473160455,-2.57172544890816,1.6712892311745016,0.12998803141724094
17,370010204005,-3.3443520906214874,1.9985223903138822,1.328078854803033,-0.7567038142628686,1.1185698275267784,3.7725433242542445
18,370010205011,0.37120144490173246,-1.2104579223555652,-0.9952083823056711,-0.6496266977785305,-1.2981577330227956,-0.21801540657397653
19,370010205012,0.4583004619005901,0.9986610724582144,-0.7965649119610372,-0.045785218782717435,0.4351413210458626,-0.4208780766936446
20,370010205021,-2.0477313551570124,-2.734540610874822,0.29058634787244453,-2.0749257223201933,-1.3375027464151978,0.8670769048601434
21,370010205022,-4.820880766258131,-1.4252319705192145,-2.081251453162849,1.1185253554054537,0.8357047277033574,0.4251627677905684
22,370010205023,-2.111978121352296,-2.887747617565246,-2.140988213467538,-0.4347175498661051,0.8450717147557608,-0.30217945512818833
23,370010206011,2.2464155913504964,1.8547284959154857,-0.17879491195299635,-0.3120585033878714,0.39308769983223246,-0.716674675355292
24,370010206012,2.663343002156062,0.29467671287359715,-0.5171881354479199,-0.5311977892989956,1.0803674450145377,-1.632714897160889
25,370010206013,2.240969983898414,1.1584267529746903,-0.46859229692602455,0.434191369311127,2.1248383764140577,0.4529228395538623
26,370010206021,-1.4572661013841581,1.7522293512683798,2.4271021075996035,-2.046656863217015,1.9016439321370486,-1.5020002658307814
27,370010206022,1.5137539085608207,1.0430162440790127,0.7172612494443013,-0.1769908581680601,1.2068228566139139,0.4881899564456216
28,370010207011,-1.3551263494284163,1.5808329652145732,1.8274395979649505,1.0811973470844447,2.3348366943732817,0.6829656385956083
29,370010207012,1.9496808502687675,1.5643425306038754,-0.11675664118761638,-0.536417353793654,1.7086872515048603,0.6768168052050804
30,370010207013,-0.9846611215932554,-0.8091700771457871,-2.812369423904618,1.1380896152489535,-0.29583600535557275,-0.3871351161349997
31,370010207014,2.4269367422513426,-0.2290314243825152,2.5725302635521112,-0.854560999642096,-0.30597776714961394,0.6240927489296219
32,370010207021,-1.3952896469002547,0.489362803675529,0.6547674098579656,-0.9305817924775043,0.46183350683435387,0.25214939933228653
33,370010207022,-2.2385756960614294,-0.14404692043518524,3.395518578683098,-1.70467076536521,0.46380193086552296,-0.429800557917616
34,370010207023,-4.710631441006466,-0.4922300241161656,0.8712120667586105,-0.09215655461803238,0.9879991473695874,-0.19644939085221422
35,370010207024,-2.8302286864530073,-0.7399109566207863,0.7171079378180711,0.7598034106144113,1.040056466129416,-1.213974526657563
36,370010208011,-0.05783048328205444,-1.1248008452833906,-0.07348957909743516,-1.5007797467238029,-0.49757300629971163,-0.30135126975653426
37,370010208021,-4.103835384844455,1.7799087964275706,-2.1107344599190574,-0.42339799881785717,-0.8762025713665141,0.6576345697435911
38,370010208022,-2.3424758484847197,-0.16946402540469385,-2.0018135729843154,-0.23944223938229528,2.24420439691256,0.7987703455341967
