matrix_index,block_group
371010412041,371010412041
371010412042,371010412042
371010412051,371010412051
371010412052,371010412052
371010412061,371010412061
371010412062,371010412062
371010413011,371010413011
371010413012,371010413012
371010413013,371010413013
371010413021,371010413021
371010413022,371010413022
371010413023,371010413023
371010414011,371010414011
371010414012,371010414012
371010414013,371010414013
371010414021,371010414021
371010414022,371010414022
371010414023,371010414023
371010414024,371010414024
371010414025,371010414025
371010415041,371010415041
371010415042,371010415042
371010415043,371010415043
371010415044,371010415044
371010415051,371010415051
371010415052,371010415052
371010415053,371010415053
371010415054,371010415054
371010415061,371010415061
371010415062,371010415062
371010415071,371010415071
371010415072,371010415072
371010415073,371010415073
371010415074,371010415074
371010415081,371010415081
371010415082,371010415082
371010415083,371010415083
371010415091,371010415091
371010415092,371010415092
371010415093,371010415093
371010415101,371010415101
371010415102,371010415102
371010415111,371010415111
371010415112,371010415112
371039201001,371039201001
371039201002,371039201002
371039202001,371039202001
371039202002,371039202002
371039203001,371039203001
371039203002,371039203002
371039203003,371039203003
371050301011,371050301011
371050301012,371050301012
371050301013,371050301013
371050301014,371050301014
371050301021,371050301021
371050301022,371050301022
371050301023,371050301023
371050302001,371050302001
371050302002,371050302002
371050302003,371050302003
371050303001,371050303001
371050303002,371050303002
371050304011,371050304011
371050304012,371050304012
371050304013,371050304013
371050304021,371050304021
371050304022,371050304022
371050304023,371050304023
371050304024,371050304024
371050305021,371050305021
371050305022,371050305022
371050305041,371050305041
371050305042,371050305042
371050305043,371050305043
371050305051,371050305051
371050305052,371050305052
371050305061,371050305061
371050305071,371050305071
371050305072,371050305072
371050306011,371050306011
371050306012,371050306012
371050306021,371050306021
371050306022,371050306022
371050306023,371050306023
371050307021,371050307021
371050307022,371050307022
371050307023,371050307023
371050307031,371050307031
371050307041,371050307041
371050307042,371050307042
371070101001,371070101001
371070101002,371070101002
371070101003,371070101003
371070101004,371070101004
371070102001,371070102001
371070102002,371070102002
371070102003,371070102003
371070103001,371070103001
371070103002,371070103002
371070104001,371070104001
371070104002,371070104002
371070105001,371070105001
371070105002,371070105002
371070105003,371070105003
371070106001,371070106001
371070106002,371070106002
371070106003,371070106003
371070107001,371070107001
371070107002,371070107002
371070107003,371070107003
371070108001,371070108001
371070108002,371070108002
371070108003,371070108003
371070109001,371070109001
371070109002,371070109002
371070109003,371070109003
371070110011,371070110011
371070110012,371070110012
371070110013,371070110013
371070110014,371070110014
371070110021,371070110021
371070110022,371070110022
371070111001,371070111001
371070111002,371070111002
371070111003,371070111003
371070111004,371070111004
371070112011,371070112011
371070112012,371070112012
371070112013,371070112013
371070112021,371070112021
371070112022,371070112022
371070113011,371070113011
371070113012,371070113012
371070113021,371070113021
371070113022,371070113022
371070114001,371070114001
371070114002,371070114002
371070114003,371070114003
371070114004,371070114004
371090701001,371090701001
371090701002,371090701002
371090701003,371090701003
371090701004,371090701004
371090701005,371090701005
371090702011,371090702011
371090702012,371090702012
371090702013,371090702013
371090702021,371090702021
371090702022,371090702022
371090703001,371090703001
371090703002,371090703002
371090704001,371090704001
371090704002,371090704002
371090704003,371090704003
371090704004,371090704004
371090705001,371090705001
371090705002,371090705002
371090705003,371090705003
371090706001,371090706001
371090706002,371090706002
371090706003,371090706003
371090707001,371090707001
371090707002,371090707002
371090708001,371090708001
371090708002,371090708002
371090708003,371090708003
371090708004,371090708004
371090709011,371090709011
371090709012,371090709012
371090709021,371090709021
371090709022,371090709022
371090709023,371090709023
371090710011,371090710011
371090710012,371090710012
371090710013,371090710013
371090710014,371090710014
371090710021,371090710021
371090710022,371090710022
371090711011,371090711011
371090711012,371090711012
371090711013,371090711013
371090711021,371090711021
371090711022,371090711022
371090711023,371090711023
371090712011,371090712011
371090712021,371090712021
371090712022,371090712022
371090712031,371090712031
371090712032,371090712032
371090712033,371090712033
371119701011,371119701011
371119701012,371119701012
371119701021,371119701021
371119701022,371119701022
371119702001,371119702001
371119702002,371119702002
371119702003,371119702003
371119703001,371119703001
371119703002,371119703002
371119703003,371119703003
371119704001,371119704001
371119704002,371119704002
371119705001,371119705001
371119705002,371119705002
371119705003,371119705003
371119706001,371119706001
371119706002,371119706002
371119706003,371119706003
371119707001,371119707001
371119707002,371119707002
371119707003,371119707003
371119708001,371119708001
371119708002,371119708002
371119708003,371119708003
371119709021,371119709021
371119709022,371119709022
371119709023,371119709023
371119709024,371119709024
371119709031,371119709031
371119709032,371119709032
371119709033,371119709033
371119709041,371119709041
371119709042,371119709042
371139701001,371139701001
371139701002,371139701002
371139702001,371139702001
371139702002,371139702002
371139702003,371139702003
371139703021,371139703021
371139703022,371139703022
371139703023,371139703023
371139703031,371139703031
371139703032,371139703032
371139703041,371139703041
371139703042,371139703042
371139703043,371139703043
371139704001,371139704001
371139704002,371139704002
371139705011,371139705011
371139705012,371139705012
371139705021,371139705021
371139705022,371139705022
371139706001,371139706001
371139706002,371139706002
371139706003,371139706003
371139706004,371139706004
371139707001,371139707001
371139707002,371139707002
371139707003,371139707003
371139707004,371139707004
371139707005,371139707005
371150101001,371150101001
371150101002,371150101002
371150102001,371150102001
371150102002,371150102002
371150104001,371150104001
371150104002,371150104002
371150105001,371150105001
371150105002,371150105002
371150105003,371150105003
371150105004,371150105004
371150106011,371150106011
371150106012,371150106012
371150106021,371150106021
371150106022,371150106022
371150106023,371150106023
371150107001,371150107001
371150107002,371150107002
371179701001,371179701001
371179701002,371179701002
371179701003,371179701003
371179702001,371179702001
371179702002,371179702002
371179702003,371179702003
371179702004,371179702004
371179703001,371179703001
371179703002,371179703002
371179703003,371179703003
371179703004,371179703004
371179704001,371179704001
371179704002,371179704002
371179704003,371179704003
371179705001,371179705001
371179705002,371179705002
371179705003,371179705003
371179705004,371179705004
371179705005,371179705005
371179706001,371179706001
371179706002,371179706002
371179706003,371179706003
371190001011,371190001011
371190001012,371190001012
371190001021,371190001021
371190001022,371190001022
371190001031,371190001031
371190001041,371190001041
371190003011,371190003011
371190003021,371190003021
371190003022,371190003022
371190004011,371190004011
371190004021,371190004021
371190004022,371190004022
371190005011,371190005011
371190005012,371190005012
371190005021,371190005021
371190005031,371190005031
371190005032,371190005032
371190006001,371190006001
371190006002,371190006002
371190006003,371190006003
371190007001,371190007001
371190007002,371190007002
371190008001,371190008001
371190008002,371190008002
371190009001,371190009001
371190009002,371190009002
371190010001,371190010001
371190010002,371190010002
371190010003,371190010003
371190011001,371190011001
371190011002,371190011002
371190011003,371190011003
371190012001,371190012001
371190012002,371190012002
371190012003,371190012003
371190013001,371190013001
371190013002,371190013002
371190013003,371190013003
371190014001,371190014001
371190014002,371190014002
371190015041,371190015041
371190015042,371190015042
371190015043,371190015043
371190015051,371190015051
371190015052,371190015052
371190015071,371190015071
371190015072,371190015072
371190015073,371190015073
371190015081,371190015081
371190015082,371190015082
371190015083,371190015083
371190015091,371190015091
371190015092,371190015092
371190015101,371190015101
371190015102,371190015102
371190016031,371190016031
371190016032,371190016032
371190016033,371190016033
371190016051,371190016051
371190016061,371190016061
371190016062,371190016062
371190016071,371190016071
371190016081,371190016081
371190016082,371190016082
371190016091,371190016091
371190016092,371190016092
371190017011,371190017011
371190017012,371190017012
371190017021,371190017021
371190017022,371190017022
371190017023,371190017023
371190017024,371190017024
371190018011,371190018011
371190018012,371190018012
371190018013,371190018013
371190018021,371190018021
371190018022,371190018022
371190019101,371190019101
371190019102,371190019102
371190019103,371190019103
371190019111,371190019111
371190019112,371190019112
371190019113,371190019113
371190019141,371190019141
371190019142,371190019142
371190019161,371190019161
371190019162,371190019162
371190019171,371190019171
371190019172,371190019172
371190019181,371190019181
371190019182,371190019182
371190019183,371190019183
371190019191,371190019191
371190019192,371190019192
371190019193,371190019193
371190019201,371190019201
371190019202,371190019202
371190019203,371190019203
371190019211,371190019211
371190019221,371190019221
371190019222,371190019222
371190019231,371190019231
371190019232,371190019232
371190019241,371190019241
371190019251,371190019251
371190019252,371190019252
371190019253,371190019253
371190019261,371190019261
371190019262,371190019262
371190019271,371190019271
371190019272,371190019272
371190020041,371190020041
371190020042,371190020042
371190020043,371190020043
371190020051,371190020051
371190020052,371190020052
371190020061,371190020061
371190020062,371190020062
371190020071,371190020071
371190020072,371190020072
371190020081,371190020081
371190020082,371190020082
371190020083,371190020083
371190021001,371190021001
371190021002,371190021002
371190022011,371190022011
371190022012,371190022012
371190022021,371190022021
371190022022,371190022022
371190023001,371190023001
371190023002,371190023002
371190024001,371190024001
371190024002,371190024002
371190024003,371190024003
371190025001,371190025001
371190025002,371190025002
371190026001,371190026001
371190027011,371190027011
371190027012,371190027012
371190027013,371190027013
371190027021,371190027021
371190027022,371190027022
371190027023,371190027023
371190028001,371190028001
371190028002,371190028002
371190028003,371190028003
371190029031,371190029031
371190029032,371190029032
371190029033,371190029033
371190029051,371190029051
371190029052,371190029052
371190029071,371190029071
371190029072,371190029072
371190029081,371190029081
371190029082,371190029082
371190029083,371190029083
371190029091,371190029091
371190029101,371190029101
371190029102,371190029102
371190029103,371190029103
371190030061,371190030061
371190030062,371190030062
371190030081,371190030081
371190030082,371190030082
371190030083,371190030083
371190030121,371190030121
371190030122,371190030122
371190030131,371190030131
371190030132,371190030132
371190030151,371190030151
371190030152,371190030152
371190030153,371190030153
371190030161,371190030161
371190030162,371190030162
371190030163,371190030163
371190030171,371190030171
371190030172,371190030172
371190030181,371190030181
371190030191,371190030191
371190030192,371190030192
371190030201,371190030201
371190030202,371190030202
371190030203,371190030203
371190030211,371190030211
371190030212,371190030212
371190030221,371190030221
371190030222,371190030222
371190030223,371190030223
371190031021,371190031021
371190031022,371190031022
371190031023,371190031023
371190031051,371190031051
371190031052,371190031052
371190031061,371190031061
371190031062,371190031062
371190031081,371190031081
371190031082,371190031082
371190031091,371190031091
371190031092,371190031092
371190031101,371190031101
371190031111,371190031111
371190031112,371190031112
371190031113,371190031113
371190032011,371190032011
371190032012,371190032012
371190032031,371190032031
371190032032,371190032032
371190032041,371190032041
371190032042,371190032042
371190032043,371190032043
371190033011,371190033011
371190033012,371190033012
371190033021,371190033021
371190033022,371190033022
371190034011,371190034011
371190034012,371190034012
371190034021,371190034021
371190034022,371190034022
371190034023,371190034023
371190035001,371190035001
371190035002,371190035002
371190036001,371190036001
371190036002,371190036002
371190036003,371190036003
371190036004,371190036004
371190037011,371190037011
371190037012,371190037012
371190037021,371190037021
371190037022,371190037022
371190038021,371190038021
371190038022,371190038022
371190038023,371190038023
371190038051,371190038051
371190038052,371190038052
371190038071,371190038071
371190038072,371190038072
371190038081,371190038081
371190038082,371190038082
371190038083,371190038083
371190038091,371190038091
371190038092,371190038092
371190038101,371190038101
371190038102,371190038102
371190038111,371190038111
371190039021,371190039021
371190039022,371190039022
371190039023,371190039023
371190039024,371190039024
371190039031,371190039031
371190039032,371190039032
371190040001,371190040001
371190040002,371190040002
371190040003,371190040003
371190040004,371190040004
371190041011,371190041011
371190041012,371190041012
371190041021,371190041021
371190041022,371190041022
371190042001,371190042001
371190042002,371190042002
371190042003,371190042003
371190042004,371190042004
371190043021,371190043021
371190043022,371190043022
371190043023,371190043023
371190043031,371190043031
371190043041,371190043041
371190043042,371190043042
371190043061,371190043061
371190043062,371190043062
371190043071,371190043071
371190044001,371190044001
371190044002,371190044002
371190044003,371190044003
371190045001,371190045001
371190045002,371190045002
371190045003,371190045003
371190046001,371190046001
371190046002,371190046002
371190047001,371190047001
371190048001,371190048001
371190048002,371190048002
371190048003,371190048003
371190049001,371190049001
371190050001,371190050001
371190050002,371190050002
371190051001,371190051001
371190051002,371190051002
371190052001,371190052001
371190052002,371190052002
371190052003,371190052003
371190053011,371190053011
371190053012,371190053012
371190053051,371190053051
371190053052,371190053052
371190053053,371190053053
371190053061,371190053061
371190053062,371190053062
371190053071,371190053071
371190053072,371190053072
371190053081,371190053081
371190053082,371190053082
371190054031,371190054031
371190054032,371190054032
371190054041,371190054041
371190054042,371190054042
371190054051,371190054051
371190054052,371190054052
371190054061,371190054061
371190054062,371190054062
371190055081,371190055081
371190055082,371190055082
371190055101,371190055101
371190055102,371190055102
371190055103,371190055103
371190055111,371190055111
371190055112,371190055112
371190055113,371190055113
371190055121,371190055121
371190055122,371190055122
371190055123,371190055123
371190055131,371190055131
371190055132,371190055132
371190055133,371190055133
371190055151,371190055151
371190055161,371190055161
371190055171,371190055171
371190055172,371190055172
371190055173,371190055173
371190055191,371190055191
371190055192,371190055192
371190055193,371190055193
371190055201,371190055201
371190055202,371190055202
371190055203,371190055203
371190055221,371190055221
371190055222,371190055222
371190055223,371190055223
371190055251,371190055251
371190055252,371190055252
371190055261,371190055261
371190055262,371190055262
371190055271,371190055271
371190055281,371190055281
371190055282,371190055282
371190055291,371190055291
371190055301,371190055301
371190055302,371190055302
371190055311,371190055311
371190055312,371190055312
371190055321,371190055321
371190055322,371190055322
371190055331,371190055331
371190055341,371190055341
371190055342,371190055342
371190055343,371190055343
371190055351,371190055351
371190055352,371190055352
371190055361,371190055361
371190055362,371190055362
371190055363,371190055363
371190055364,371190055364
371190056041,371190056041
371190056042,371190056042
371190056043,371190056043
371190056091,371190056091
371190056092,371190056092
371190056101,371190056101
371190056102,371190056102
371190056111,371190056111
371190056112,371190056112
371190056121,371190056121
371190056122,371190056122
371190056131,371190056131
371190056151,371190056151
371190056161,371190056161
371190056171,371190056171
371190056172,371190056172
371190056181,371190056181
371190056182,371190056182
371190056191,371190056191
371190056192,371190056192
371190056211,371190056211
371190056212,371190056212
371190056213,371190056213
371190056221,371190056221
371190056222,371190056222
371190056231,371190056231
371190056232,371190056232
371190056241,371190056241
371190056251,371190056251
371190056252,371190056252
371190056261,371190056261
371190056271,371190056271
371190056272,371190056272
371190056273,371190056273
371190057091,371190057091
371190057092,371190057092
371190057101,371190057101
371190057102,371190057102
371190057121,371190057121
371190057122,371190057122
371190057131,371190057131
371190057132,371190057132
371190057141,371190057141
371190057142,371190057142
371190057143,371190057143
371190057151,371190057151
371190057161,371190057161
371190057162,371190057162
371190057181,371190057181
371190057182,371190057182
371190057191,371190057191
371190057192,371190057192
371190057201,371190057201
371190057211,371190057211
371190057212,371190057212
371190057221,371190057221
371190057231,371190057231
371190057232,371190057232
371190058111,371190058111
371190058112,371190058112
371190058113,371190058113
371190058151,371190058151
371190058152,371190058152
371190058161,371190058161
371190058162,371190058162
371190058171,371190058171
371190058172,371190058172
371190058241,371190058241
371190058242,371190058242
371190058261,371190058261
371190058262,371190058262
371190058271,371190058271
371190058281,371190058281
371190058282,371190058282
371190058283,371190058283
371190058291,371190058291
371190058292,371190058292
371190058301,371190058301
371190058302,371190058302
371190058321,371190058321
371190058331,371190058331
371190058332,371190058332
371190058333,371190058333
371190058341,371190058341
371190058342,371190058342
371190058351,371190058351
371190058361,371190058361
371190058362,371190058362
371190058391,371190058391
371190058392,371190058392
371190058401,371190058401
371190058431,371190058431
371190058432,371190058432
371190058451,371190058451
371190058452,371190058452
371190058453,371190058453
371190058461,371190058461
371190058462,371190058462
371190058471,371190058471
371190058472,371190058472
371190058473,371190058473
371190058481,371190058481
371190058482,371190058482
371190058483,371190058483
371190058491,371190058491
371190058492,371190058492
371190058501,371190058501
371190058511,371190058511
371190058512,371190058512
371190058521,371190058521
371190058531,371190058531
371190058532,371190058532
371190058541,371190058541
371190058551,371190058551
371190058552,371190058552
371190058553,371190058553
371190058561,371190058561
371190058571,371190058571
371190058581,371190058581
371190058582,371190058582
371190058591,371190058591
371190058601,371190058601
371190058602,371190058602
371190058611,371190058611
371190058612,371190058612
371190058621,371190058621
371190058631,371190058631
371190058632,371190058632
371190058641,371190058641
371190058642,371190058642
371190058651,371190058651
371190058661,371190058661
371190058662,371190058662
371190058663,371190058663
371190058671,371190058671
371190058672,371190058672
371190058681,371190058681
371190059081,371190059081
371190059101,371190059101
371190059102,371190059102
371190059131,371190059131
371190059132,371190059132
371190059133,371190059133
371190059134,371190059134
371190059151,371190059151
371190059152,371190059152
371190059161,371190059161
371190059162,371190059162
371190059181,371190059181
371190059182,371190059182
371190059183,371190059183
371190059191,371190059191
371190059192,371190059192
371190059201,371190059201
371190059202,371190059202
371190059211,371190059211
371190059221,371190059221
371190059222,371190059222
371190059231,371190059231
371190059232,371190059232
371190059241,371190059241
371190059242,371190059242
371190059251,371190059251
371190059261,371190059261
371190059262,371190059262
371190059271,371190059271
371190059272,371190059272
371190059281,371190059281
371190059291,371190059291
371190059292,371190059292
371190059301,371190059301
371190059311,371190059311
371190059312,371190059312
371190059321,371190059321
371190060051,371190060051
371190060052,371190060052
371190060081,371190060081
371190060082,371190060082
371190060091,371190060091
371190060092,371190060092
371190060111,371190060111
371190060121,371190060121
371190060122,371190060122
371190060131,371190060131
371190060132,371190060132
371190060141,371190060141
371190060142,371190060142
371190060151,371190060151
371190060152,371190060152
371190060161,371190060161
371190060162,371190060162
371190061031,371190061031
371190061032,371190061032
371190061051,371190061051
371190061081,371190061081
371190061082,371190061082
371190061091,371190061091
371190061101,371190061101
371190061102,371190061102
371190061103,371190061103
371190061111,371190061111
371190061112,371190061112
371190061121,371190061121
371190061122,371190061122
371190061131,371190061131
371190061132,371190061132
371190061141,371190061141
371190061142,371190061142
371190061151,371190061151
371190061152,371190061152
371190062081,371190062081
371190062082,371190062082
371190062091,371190062091
371190062092,371190062092
371190062093,371190062093
371190062101,371190062101
371190062102,371190062102
371190062111,371190062111
371190062112,371190062112
371190062121,371190062121
371190062122,371190062122
371190062141,371190062141
371190062142,371190062142
371190062161,371190062161
371190062171,371190062171
371190062172,371190062172
371190062181,371190062181
371190062191,371190062191
371190062201,371190062201
371190062202,371190062202
371190062211,371190062211
371190062221,371190062221
371190062222,371190062222
371190062231,371190062231
371190062241,371190062241
371190063051,371190063051
371190063061,371190063061
371190063071,371190063071
371190063072,371190063072
371190063081,371190063081
371190063091,371190063091
371190063101,371190063101
371190063111,371190063111
371190063112,371190063112
371190064031,371190064031
371190064032,371190064032
371190064033,371190064033
371190064041,371190064041
371190064042,371190064042
371190064043,371190064043
371190064071,371190064071
371190064072,371190064072
371190064081,371190064081
371190064082,371190064082
371190064091,371190064091
371190064101,371190064101
371190064102,371190064102
371190064111,371190064111
371190064112,371190064112
371199801001,371199801001
371199802001,371199802001
371199803001,371199803001
371219501001,371219501001
371219501002,371219501002
371219502001,371219502001
371219502002,371219502002
371219502003,371219502003
371219503001,371219503001
371219503002,371219503002
371219503003,371219503003
371219504001,371219504001
371219504002,371219504002
371219504003,371219504003
371239601011,371239601011
371239601021,371239601021
371239601022,371239601022
371239601023,371239601023
371239601024,371239601024
371239602011,371239602011
371239602012,371239602012
371239602021,371239602021
371239602022,371239602022
371239602023,371239602023
371239603011,371239603011
371239603021,371239603021
371239603022,371239603022
371239604011,371239604011
371239604012,371239604012
371239604021,371239604021
371239604022,371239604022
371239604023,371239604023
371239605011,371239605011
371239605012,371239605012
371239605021,371239605021
371239605022,371239605022
371259501001,371259501001
371259501002,371259501002
371259501003,371259501003
371259502011,371259502011
371259502012,371259502012
371259502013,371259502013
371259502021,371259502021
371259502022,371259502022
371259502023,371259502023
371259503031,371259503031
371259503041,371259503041
371259503042,371259503042
371259503043,371259503043
371259503051,371259503051
371259503052,371259503052
371259503053,371259503053
371259503061,371259503061
371259504021,371259504021
371259504022,371259504022
371259504031,371259504031
371259504032,371259504032
371259504033,371259504033
371259504041,371259504041
371259504042,371259504042
371259505031,371259505031
371259505032,371259505032
371259505041,371259505041
371259505051,371259505051
371259505061,371259505061
371259505062,371259505062
371259505063,371259505063
371259505071,371259505071
371259505072,371259505072
371259506011,371259506011
371259506012,371259506012
371259506013,371259506013
371259506031,371259506031
371259506032,371259506032
371259506033,371259506033
371259506034,371259506034
371259506041,371259506041
371259506042,371259506042
371259507021,371259507021
371259507022,371259507022
371259507031,371259507031
371259507032,371259507032
371259507041,371259507041
371259507042,371259507042
371259508011,371259508011
371259508012,371259508012
371259508013,371259508013
371259508014,371259508014
371259508021,371259508021
371259508022,371259508022
371259508023,371259508023
371259508024,371259508024
371259509001,371259509001
371259509002,371259509002
371259509003,371259509003
371259510011,371259510011
371259510012,371259510012
371259510013,371259510013
371259510021,371259510021
371259511011,371259511011
371259511012,371259511012
371259511013,371259511013
371259511021,371259511021
371259511022,371259511022
371259511023,371259511023
371259512001,371259512001
371259512002,371259512002
371259512003,371259512003
371270102001,371270102001
371270102002,371270102002
371270102003,371270102003
371270102004,371270102004
371270102005,371270102005
371270103011,371270103011
371270103012,371270103012
371270103013,371270103013
371270103014,371270103014
371270103021,371270103021
371270103022,371270103022
371270104001,371270104001
371270104002,371270104002
371270104003,371270104003
371270105031,371270105031
371270105032,371270105032
371270105041,371270105041
371270105042,371270105042
371270105043,371270105043
371270105044,371270105044
371270105051,371270105051
371270105052,371270105052
371270105053,371270105053
371270105054,371270105054
371270105061,371270105061
371270105062,371270105062
371270105063,371270105063
371270106011,371270106011
371270106012,371270106012
371270106031,371270106031
371270106041,371270106041
371270106042,371270106042
371270106043,371270106043
371270107001,371270107001
371270107002,371270107002
371270107003,371270107003
371270108011,371270108011
371270108021,371270108021
371270108022,371270108022
371270108023,371270108023
371270108024,371270108024
371270109001,371270109001
371270109002,371270109002
371270109003,371270109003
371270109004,371270109004
371270110001,371270110001
371270110002,371270110002
371270110003,371270110003
371270111011,371270111011
371270111012,371270111012
371270111013,371270111013
371270111031,371270111031
371270111032,371270111032
371270111033,371270111033
371270111034,371270111034
371270111041,371270111041
371270111042,371270111042
371270112011,371270112011
371270112012,371270112012
371270112021,371270112021
371270112022,371270112022
371270113001,371270113001
371270113002,371270113002
371270113003,371270113003
371270114001,371270114001
371270114002,371270114002
371270114003,371270114003
371270115011,371270115011
371270115012,371270115012
371270115021,371270115021
371270115022,371270115022
371270115023,371270115023
371290101001,371290101001
371290101002,371290101002
371290101003,371290101003
371290102001,371290102001
371290102002,371290102002
371290102003,371290102003
371290103001,371290103001
371290103002,371290103002
371290103003,371290103003
371290103004,371290103004
371290103005,371290103005
371290104001,371290104001
371290104002,371290104002
371290104003,371290104003
371290105011,371290105011
371290105012,371290105012
371290105013,371290105013
371290105031,371290105031
371290105032,371290105032
371290105041,371290105041
371290105042,371290105042
371290105043,371290105043
371290106001,371290106001
371290106002,371290106002
371290106003,371290106003
371290106004,371290106004
371290107001,371290107001
371290107002,371290107002
371290107003,371290107003
371290107004,371290107004
371290108001,371290108001
371290108002,371290108002
371290109001,371290109001
371290109002,371290109002
371290110001,371290110001
371290110002,371290110002
371290110003,371290110003
371290111001,371290111001
371290111002,371290111002
371290112001,371290112001
371290112002,371290112002
371290112003,371290112003
371290113001,371290113001
371290113002,371290113002
371290114001,371290114001
371290114002,371290114002
371290115011,371290115011
371290115012,371290115012
371290115013,371290115013
371290115014,371290115014
371290115021,371290115021
371290115022,371290115022
371290115031,371290115031
371290115032,371290115032
371290115041,371290115041
371290115042,371290115042
371290115043,371290115043
371290116051,371290116051
371290116052,371290116052
371290116053,371290116053
371290116061,371290116061
371290116062,371290116062
371290116081,371290116081
371290116082,371290116082
371290116083,371290116083
371290116084,371290116084
371290116091,371290116091
371290116092,371290116092
371290116093,371290116093
371290116101,371290116101
371290116102,371290116102
371290116111,371290116111
371290116112,371290116112
371290116113,371290116113
371290116121,371290116121
371290116122,371290116122
371290117011,371290117011
371290117012,371290117012
371290117013,371290117013
371290117031,371290117031
371290117032,371290117032
371290117051,371290117051
371290117052,371290117052
371290117053,371290117053
371290117054,371290117054
371290118001,371290118001
371290118002,371290118002
371290118003,371290118003
371290119041,371290119041
371290119042,371290119042
371290119051,371290119051
371290119052,371290119052
371290119061,371290119061
371290119062,371290119062
371290119063,371290119063
371290120041,371290120041
371290120042,371290120042
371290120043,371290120043
371290120061,371290120061
371290120062,371290120062
371290120071,371290120071
371290120072,371290120072
371290120073,371290120073
371290120074,371290120074
371290120081,371290120081
371290120082,371290120082
371290120083,371290120083
371290120084,371290120084
371290120091,371290120091
371290120092,371290120092
371290120093,371290120093
371290120094,371290120094
371290120101,371290120101
371290120102,371290120102
371290120103,371290120103
371290120111,371290120111
371290120112,371290120112
371290120113,371290120113
371290120121,371290120121
371290120122,371290120122
371290121031,371290121031
371290121032,371290121032
371290121033,371290121033
371290121061,371290121061
371290121062,371290121062
371290121063,371290121063
371290121071,371290121071
371290121072,371290121072
371290121073,371290121073
371290121081,371290121081
371290121082,371290121082
371290121091,371290121091
371290121101,371290121101
371290121102,371290121102
371290121111,371290121111
371290121112,371290121112
371290121113,371290121113
371290122011,371290122011
371290122012,371290122012
371290122013,371290122013
371290122021,371290122021
371290122022,371290122022
371290122023,371290122023
371290122024,371290122024
371290122031,371290122031
371290122032,371290122032
371290122033,371290122033
371290123001,371290123001
371290123002,371290123002
371290123003,371290123003
371290123004,371290123004
371299801001,371299801001
371299901000,371299901000
371319201011,371319201011
371319201012,371319201012
371319201021,371319201021
371319201022,371319201022
371319201031,371319201031
371319201032,371319201032
371319202011,371319202011
371319202012,371319202012
371319202021,371319202021
371319202022,371319202022
371319202023,371319202023
371319202024,371319202024
371319203011,371319203011
371319203012,371319203012
371319203021,371319203021
371319203022,371319203022
371319203031,371319203031
371319203032,371319203032
371319204011,371319204011
371319204012,371319204012
371319204013,371319204013
371319204021,371319204021
371319204022,371319204022
371330001031,371330001031
371330001032,371330001032
371330001033,371330001033
371330001041,371330001041
371330001051,371330001051
371330001052,371330001052
371330001053,371330001053
371330002031,371330002031
371330002032,371330002032
371330002041,371330002041
371330002042,371330002042
371330002051,371330002051
371330002052,371330002052
371330002053,371330002053
371330002061,371330002061
371330002062,371330002062
371330002071,371330002071
371330002072,371330002072
371330003031,371330003031
371330003041,371330003041
371330003042,371330003042
371330003043,371330003043
371330003051,371330003051
371330003052,371330003052
371330003061,371330003061
371330003062,371330003062
371330003063,371330003063
371330003064,371330003064
371330004011,371330004011
371330004012,371330004012
371330004013,371330004013
371330004014,371330004014
371330004031,371330004031
371330004041,371330004041
371330004051,371330004051
371330004052,371330004052
371330004053,371330004053
371330005001,371330005001
371330006001,371330006001
371330006002,371330006002
371330006003,371330006003
371330006004,371330006004
371330007001,371330007001
371330007002,371330007002
371330007003,371330007003
371330008001,371330008001
371330009011,371330009011
371330009012,371330009012
371330009021,371330009021
371330009022,371330009022
371330009023,371330009023
371330010001,371330010001
371330011011,371330011011
371330011012,371330011012
371330011013,371330011013
371330011021,371330011021
371330011022,371330011022
371330011023,371330011023
371330012011,371330012011
371330012021,371330012021
371330012022,371330012022
371330012023,371330012023
371330012024,371330012024
371330013011,371330013011
371330013021,371330013021
371330013031,371330013031
371330013041,371330013041
371330013042,371330013042
371330013043,371330013043
371330013044,371330013044
371330014001,371330014001
371330014002,371330014002
371330014003,371330014003
371330014004,371330014004
371330015001,371330015001
371330015002,371330015002
371330017001,371330017001
371330017002,371330017002
371330018001,371330018001
371330018002,371330018002
371330021001,371330021001
371330021002,371330021002
371330021003,371330021003
371330021004,371330021004
371330022011,371330022011
371330022012,371330022012
371330022021,371330022021
371330022022,371330022022
371330022023,371330022023
371330022024,371330022024
371330023001,371330023001
371330023002,371330023002
371330023003,371330023003
371330024001,371330024001
371330024002,371330024002
371330024003,371330024003
371330024004,371330024004
371330024005,371330024005
371330025001,371330025001
371330025002,371330025002
371330026001,371330026001
371330026002,371330026002
371330026003,371330026003
371330026004,371330026004
371330028011,371330028011
371330028021,371330028021
371330028031,371330028031
371330028032,371330028032
371330028033,371330028033
371339901000,371339901000
371350107011,371350107011
371350107012,371350107012
371350107051,371350107051
371350107052,371350107052
371350107053,371350107053
371350107054,371350107054
371350107061,371350107061
371350107062,371350107062
371350107063,371350107063
371350107071,371350107071
371350107072,371350107072
371350107073,371350107073
371350107081,371350107081
371350107082,371350107082
371350107091,371350107091
371350107092,371350107092
371350107101,371350107101
371350107102,371350107102
371350107103,371350107103
371350108021,371350108021
371350108022,371350108022
