NAME,state,county,tract,block_group,GOID
Alamance County,37,001,020100,1,370010201001
Alamance County,37,001,020100,2,370010201002
Alamance County,37,001,020100,3,370010201003
Alamance County,37,001,020100,4,370010201004
Alamance County,37,001,020200,1,370010202001
Alamance County,37,001,020200,2,370010202002
Alamance County,37,001,020200,3,370010202003
Alamance County,37,001,020200,4,370010202004
Alamance County,37,001,020301,1,370010203011
Alamance County,37,001,020301,2,370010203012
Alamance County,37,001,020301,3,370010203013
Alamance County,37,001,020302,1,370010203021
Alamance County,37,001,020302,2,370010203022
Alamance County,37,001,020400,1,370010204001
Alamance County,37,001,020400,2,370010204002
Alamance County,37,001,020400,3,370010204003
Alamance County,37,001,020400,4,370010204004
Alamance County,37,001,020400,5,370010204005
Alamance County,37,001,020501,1,370010205011
Alamance County,37,001,020501,2,370010205012
Alamance County,37,001,020502,1,370010205021
Alamance County,37,001,020502,2,370010205022
Alamance County,37,001,020502,3,370010205023
Alamance County,37,001,020601,1,370010206011
Alamance County,37,001,020601,2,370010206012
Alamance County,37,001,020601,3,370010206013
Alamance County,37,001,020602,1,370010206021
Alamance County,37,001,020602,2,370010206022
Alamance County,37,001,020701,1,370010207011
Alamance County,37,001,020701,2,370010207012
Alamance County,37,001,020701,3,370010207013
Alamance County,37,001,020701,4,370010207014
Alamance County,37,001,020702,1,370010207021
Alamance County,37,001,020702,2,370010207022
Alamance County,37,001,020702,3,370010207023
Alamance County,37,001,020702,4,370010207024
Alamance County,37,001,020801,1,370010208011
Alamance County,37,001,020802,1,370010208021
Alamance County,37,001,020802,2,370010208022
Alamance County,37,001,020802,3,370010208023
Alamance County,37,001,020802,4,370010208024
Alamance County,37,001,020802,5,370010208025
Alamance County,37,001,020802,6,370010208026
Alamance County,37,001,020901,1,370010209011
Alamance County,37,001,020901,2,370010209012
Alamance County,37,001,020901,3,370010209013
Alamance County,37,001,020902,1,370010209021
Alamance County,37,001,020902,2,370010209022
Alamance County,37,001,021000,1,370010210001
Alamance County,37,001,021000,2,370010210002
Alamance County,37,001,021000,3,370010210003
Alamance County,37,001,021101,1,370010211011
Alamance County,37,001,021101,2,370010211012
Alamance County,37,001,021101,3,370010211013
Alamance County,37,001,021102,1,370010211021
Alamance County,37,001,021102,2,370010211022
Alamance County,37,001,021102,3,370010211023
Alamance County,37,001,021201,1,370010212011
Alamance County,37,001,021201,2,370010212012
Alamance County,37,001,021201,3,370010212013
Alamance County,37,001,021204,1,370010212041
Alamance County,37,001,021204,2,370010212042
Alamance County,37,001,021205,1,370010212051
Alamance County,37,001,021205,2,370010212052
Alamance County,37,001,021205,3,370010212053
Alamance County,37,001,021206,1,370010212061
Alamance County,37,001,021206,2,370010212062
Alamance County,37,001,021206,3,370010212063
Alamance County,37,001,021207,1,370010212071
Alamance County,37,001,021207,2,370010212072
Alamance County,37,001,021300,1,370010213001
Alamance County,37,001,021300,2,370010213002
Alamance County,37,001,021300,3,370010213003
Alamance County,37,001,021300,4,370010213004
Alamance County,37,001,021300,5,370010213005
Alamance County,37,001,021400,1,370010214001
Alamance County,37,001,021400,2,370010214002
Alamance County,37,001,021500,1,370010215001
Alamance County,37,001,021500,2,370010215002
Alamance County,37,001,021500,3,370010215003
Alamance County,37,001,021600,1,370010216001
Alamance County,37,001,021600,2,370010216002
Alamance County,37,001,021600,3,370010216003
Alamance County,37,001,021600,4,370010216004
Alamance County,37,001,021701,1,370010217011
Alamance County,37,001,021701,2,370010217012
Alamance County,37,001,021702,1,370010217021
Alamance County,37,001,021702,2,370010217022
Alamance County,37,001,021702,3,370010217023
Alamance County,37,001,021703,1,370010217031
Alamance County,37,001,021703,2,370010217032
Alamance County,37,001,021703,3,370010217033
Alamance County,37,001,021801,1,370010218011
Alamance County,37,001,021801,2,370010218012
Alamance County,37,001,021801,3,370010218013
Alamance County,37,001,021802,1,370010218021
Alamance County,37,001,021802,2,370010218022
Alamance County,37,001,021803,1,370010218031
Alamance County,37,001,021803,2,370010218032
Alamance County,37,001,021901,1,370010219011
Alamance County,37,001,021901,2,370010219012
Alamance County,37,001,021901,3,370010219013
Alamance County,37,001,021902,1,370010219021
Alamance County,37,001,021902,2,370010219022
Alamance County,37,001,021902,3,370010219023
Alamance County,37,001,022001,1,370010220011
Alamance County,37,001,022001,2,370010220012
Alamance County,37,001,022002,1,370010220021
Alamance County,37,001,022002,2,370010220022
Alamance County,37,001,022002,3,370010220023
Alexander County,37,003,040100,1,370030401001
Alexander County,37,003,040100,2,370030401002
Alexander County,37,003,040100,3,370030401003
Alexander County,37,003,040200,1,370030402001
Alexander County,37,003,040200,2,370030402002
Alexander County,37,003,040200,3,370030402003
Alexander County,37,003,040300,1,370030403001
Alexander County,37,003,040300,2,370030403002
Alexander County,37,003,040400,1,370030404001
Alexander County,37,003,040400,2,370030404002
Alexander County,37,003,040400,3,370030404003
Alexander County,37,003,040400,4,370030404004
Alexander County,37,003,040400,5,370030404005
Alexander County,37,003,040500,1,370030405001
Alexander County,37,003,040500,2,370030405002
Alexander County,37,003,040500,3,370030405003
Alexander County,37,003,040500,4,370030405004
Alexander County,37,003,040600,1,370030406001
Alexander County,37,003,040600,2,370030406002
Alexander County,37,003,040600,3,370030406003
Alexander County,37,003,040600,4,370030406004
Alexander County,37,003,040700,1,370030407001
Alexander County,37,003,040700,2,370030407002
Alexander County,37,003,040700,3,370030407003
Alexander County,37,003,040700,4,370030407004
Alleghany County,37,005,950100,1,370059501001
Alleghany County,37,005,950100,2,370059501002
Alleghany County,37,005,950100,3,370059501003
Alleghany County,37,005,950100,4,370059501004
Alleghany County,37,005,950200,1,370059502001
Alleghany County,37,005,950200,2,370059502002
Alleghany County,37,005,950200,3,370059502003
Alleghany County,37,005,950200,4,370059502004
Alleghany County,37,005,950300,1,370059503001
Alleghany County,37,005,950300,2,370059503002
Alleghany County,37,005,950300,3,370059503003
Anson County,37,007,920100,1,370079201001
Anson County,37,007,920100,2,370079201002
Anson County,37,007,920100,3,370079201003
Anson County,37,007,920200,1,370079202001
Anson County,37,007,920301,1,370079203011
Anson County,37,007,920301,2,370079203012
Anson County,37,007,920301,3,370079203013
Anson County,37,007,920302,1,370079203021
Anson County,37,007,920400,1,370079204001
Anson County,37,007,920400,2,370079204002
Anson County,37,007,920400,3,370079204003
Anson County,37,007,920501,1,370079205011
Anson County,37,007,920502,1,370079205021
Anson County,37,007,920502,2,370079205022
Anson County,37,007,920502,3,370079205023
Anson County,37,007,920502,4,370079205024
Anson County,37,007,920600,1,370079206001
Anson County,37,007,920600,2,370079206002
Anson County,37,007,920600,3,370079206003
Anson County,37,007,980000,1,370079800001
Ashe County,37,009,970200,1,370099702001
Ashe County,37,009,970200,2,370099702002
Ashe County,37,009,970200,3,370099702003
Ashe County,37,009,970300,1,370099703001
Ashe County,37,009,970300,2,370099703002
Ashe County,37,009,970400,1,370099704001
Ashe County,37,009,970400,2,370099704002
Ashe County,37,009,970400,3,370099704003
Ashe County,37,009,970501,1,370099705011
Ashe County,37,009,970501,2,370099705012
Ashe County,37,009,970501,3,370099705013
Ashe County,37,009,970502,1,370099705021
Ashe County,37,009,970502,2,370099705022
Ashe County,37,009,970502,3,370099705023
Ashe County,37,009,970701,1,370099707011
Ashe County,37,009,970701,2,370099707012
Ashe County,37,009,970701,3,370099707013
Ashe County,37,009,970701,4,370099707014
Ashe County,37,009,970702,1,370099707021
Ashe County,37,009,970702,2,370099707022
Ashe County,37,009,970801,1,370099708011
Ashe County,37,009,970801,2,370099708012
Ashe County,37,009,970801,3,370099708013
Ashe County,37,009,970802,1,370099708021
Ashe County,37,009,970802,2,370099708022
Ashe County,37,009,970802,3,370099708023
Avery County,37,011,930100,1,370119301001
Avery County,37,011,930100,2,370119301002
Avery County,37,011,930100,3,370119301003
Avery County,37,011,930200,1,370119302001
Avery County,37,011,930200,2,370119302002
Avery County,37,011,930200,3,370119302003
Avery County,37,011,930301,1,370119303011
Avery County,37,011,930301,2,370119303012
Avery County,37,011,930301,3,370119303013
Avery County,37,011,930301,4,370119303014
Avery County,37,011,930302,1,370119303021
Avery County,37,011,930302,2,370119303022
Avery County,37,011,930302,3,370119303023
Avery County,37,011,930400,1,370119304001
Avery County,37,011,930400,2,370119304002
Avery County,37,011,930400,3,370119304003
Beaufort County,37,013,930101,1,370139301011
Beaufort County,37,013,930101,2,370139301012
Beaufort County,37,013,930101,3,370139301013
Beaufort County,37,013,930102,1,370139301021
Beaufort County,37,013,930102,2,370139301022
Beaufort County,37,013,930102,3,370139301023
Beaufort County,37,013,930200,1,370139302001
Beaufort County,37,013,930200,2,370139302002
Beaufort County,37,013,930200,3,370139302003
Beaufort County,37,013,930200,4,370139302004
Beaufort County,37,013,930300,1,370139303001
Beaufort County,37,013,930300,2,370139303002
Beaufort County,37,013,930300,3,370139303003
Beaufort County,37,013,930400,1,370139304001
Beaufort County,37,013,930400,2,370139304002
Beaufort County,37,013,930400,3,370139304003
Beaufort County,37,013,930400,4,370139304004
Beaufort County,37,013,930501,1,370139305011
Beaufort County,37,013,930501,2,370139305012
Beaufort County,37,013,930501,3,370139305013
Beaufort County,37,013,930502,1,370139305021
Beaufort County,37,013,930502,2,370139305022
Beaufort County,37,013,930502,3,370139305023
Beaufort County,37,013,930600,1,370139306001
Beaufort County,37,013,930600,2,370139306002
Beaufort County,37,013,930600,3,370139306003
Beaufort County,37,013,930700,1,370139307001
Beaufort County,37,013,930700,2,370139307002
Beaufort County,37,013,930700,3,370139307003
Beaufort County,37,013,930800,1,370139308001
Beaufort County,37,013,930800,2,370139308002
Beaufort County,37,013,930800,3,370139308003
Beaufort County,37,013,930900,1,370139309001
Beaufort County,37,013,930900,2,370139309002
Beaufort County,37,013,930900,3,370139309003
Beaufort County,37,013,930900,4,370139309004
Beaufort County,37,013,931001,1,370139310011
Beaufort County,37,013,931001,2,370139310012
Beaufort County,37,013,931002,1,370139310021
Beaufort County,37,013,931002,2,370139310022
Bertie County,37,015,960100,1,370159601001
Bertie County,37,015,960100,2,370159601002
Bertie County,37,015,960100,3,370159601003
Bertie County,37,015,960100,4,370159601004
Bertie County,37,015,960100,5,370159601005
Bertie County,37,015,960100,6,370159601006
Bertie County,37,015,960200,1,370159602001
Bertie County,37,015,960200,2,370159602002
Bertie County,37,015,960200,3,370159602003
Bertie County,37,015,960300,1,370159603001
Bertie County,37,015,960300,2,370159603002
Bertie County,37,015,960300,3,370159603003
Bertie County,37,015,960401,1,370159604011
Bertie County,37,015,960401,2,370159604012
Bertie County,37,015,960401,3,370159604013
Bertie County,37,015,960401,4,370159604014
Bertie County,37,015,960402,0,370159604020
Bertie County,37,015,960402,1,370159604021
Bertie County,37,015,960402,2,370159604022
Bertie County,37,015,960402,3,370159604023
Bladen County,37,017,950101,1,370179501011
Bladen County,37,017,950101,2,370179501012
Bladen County,37,017,950102,1,370179501021
Bladen County,37,017,950102,2,370179501022
Bladen County,37,017,950102,3,370179501023
Bladen County,37,017,950200,1,370179502001
Bladen County,37,017,950200,2,370179502002
Bladen County,37,017,950301,1,370179503011
Bladen County,37,017,950301,2,370179503012
Bladen County,37,017,950302,1,370179503021
Bladen County,37,017,950302,2,370179503022
Bladen County,37,017,950302,3,370179503023
Bladen County,37,017,950401,1,370179504011
Bladen County,37,017,950401,2,370179504012
Bladen County,37,017,950401,3,370179504013
Bladen County,37,017,950401,4,370179504014
Bladen County,37,017,950402,1,370179504021
Bladen County,37,017,950402,2,370179504022
Bladen County,37,017,950501,1,370179505011
Bladen County,37,017,950501,2,370179505012
Bladen County,37,017,950502,1,370179505021
Bladen County,37,017,950502,2,370179505022
Bladen County,37,017,950502,3,370179505023
Bladen County,37,017,950502,4,370179505024
Bladen County,37,017,950601,1,370179506011
Bladen County,37,017,950601,2,370179506012
Bladen County,37,017,950601,3,370179506013
Bladen County,37,017,950601,4,370179506014
Bladen County,37,017,950602,1,370179506021
Bladen County,37,017,950602,2,370179506022
Brunswick County,37,019,020101,1,370190201011
Brunswick County,37,019,020101,2,370190201012
Brunswick County,37,019,020102,1,370190201021
Brunswick County,37,019,020102,2,370190201022
Brunswick County,37,019,020105,1,370190201051
Brunswick County,37,019,020105,2,370190201052
Brunswick County,37,019,020105,3,370190201053
Brunswick County,37,019,020106,1,370190201061
Brunswick County,37,019,020107,1,370190201071
Brunswick County,37,019,020107,2,370190201072
Brunswick County,37,019,020107,3,370190201073
Brunswick County,37,019,020108,1,370190201081
Brunswick County,37,019,020108,2,370190201082
Brunswick County,37,019,020201,1,370190202011
Brunswick County,37,019,020201,2,370190202012
Brunswick County,37,019,020203,1,370190202031
Brunswick County,37,019,020203,2,370190202032
Brunswick County,37,019,020204,1,370190202041
Brunswick County,37,019,020204,2,370190202042
Brunswick County,37,019,020204,3,370190202043
Brunswick County,37,019,020204,4,370190202044
Brunswick County,37,019,020205,1,370190202051
Brunswick County,37,019,020205,2,370190202052
Brunswick County,37,019,020205,3,370190202053
Brunswick County,37,019,020206,1,370190202061
Brunswick County,37,019,020304,1,370190203041
Brunswick County,37,019,020304,2,370190203042
Brunswick County,37,019,020304,3,370190203043
Brunswick County,37,019,020304,4,370190203044
Brunswick County,37,019,020304,5,370190203045
Brunswick County,37,019,020305,1,370190203051
Brunswick County,37,019,020305,2,370190203052
Brunswick County,37,019,020305,3,370190203053
Brunswick County,37,019,020306,1,370190203061
Brunswick County,37,019,020306,2,370190203062
Brunswick County,37,019,020307,1,370190203071
Brunswick County,37,019,020308,1,370190203081
Brunswick County,37,019,020308,2,370190203082
Brunswick County,37,019,020308,3,370190203083
Brunswick County,37,019,020311,1,370190203111
Brunswick County,37,019,020311,2,370190203112
Brunswick County,37,019,020311,3,370190203113
Brunswick County,37,019,020312,1,370190203121
Brunswick County,37,019,020312,2,370190203122
Brunswick County,37,019,020312,3,370190203123
Brunswick County,37,019,020313,1,370190203131
Brunswick County,37,019,020313,2,370190203132
Brunswick County,37,019,020313,3,370190203133
Brunswick County,37,019,020314,1,370190203141
Brunswick County,37,019,020315,1,370190203151
Brunswick County,37,019,020315,2,370190203152
Brunswick County,37,019,020315,3,370190203153
Brunswick County,37,019,020315,4,370190203154
Brunswick County,37,019,020316,1,370190203161
Brunswick County,37,019,020404,1,370190204041
Brunswick County,37,019,020404,2,370190204042
Brunswick County,37,019,020404,3,370190204043
Brunswick County,37,019,020405,1,370190204051
Brunswick County,37,019,020405,2,370190204052
Brunswick County,37,019,020405,3,370190204053
Brunswick County,37,019,020406,1,370190204061
Brunswick County,37,019,020406,2,370190204062
Brunswick County,37,019,020406,3,370190204063
Brunswick County,37,019,020407,1,370190204071
Brunswick County,37,019,020407,2,370190204072
Brunswick County,37,019,020407,3,370190204073
Brunswick County,37,019,020408,1,370190204081
Brunswick County,37,019,020408,2,370190204082
Brunswick County,37,019,020408,3,370190204083
Brunswick County,37,019,020409,1,370190204091
Brunswick County,37,019,020409,2,370190204092
Brunswick County,37,019,020409,3,370190204093
Brunswick County,37,019,020409,4,370190204094
Brunswick County,37,019,020504,1,370190205041
Brunswick County,37,019,020504,2,370190205042
Brunswick County,37,019,020504,3,370190205043
Brunswick County,37,019,020505,1,370190205051
Brunswick County,37,019,020505,2,370190205052
Brunswick County,37,019,020505,3,370190205053
Brunswick County,37,019,020508,1,370190205081
Brunswick County,37,019,020508,2,370190205082
Brunswick County,37,019,020508,3,370190205083
Brunswick County,37,019,020508,4,370190205084
Brunswick County,37,019,020510,1,370190205101
Brunswick County,37,019,020510,2,370190205102
Brunswick County,37,019,020510,3,370190205103
Brunswick County,37,019,020510,4,370190205104
Brunswick County,37,019,020511,1,370190205111
Brunswick County,37,019,020511,2,370190205112
Brunswick County,37,019,020511,3,370190205113
Brunswick County,37,019,020512,1,370190205121
Brunswick County,37,019,020512,2,370190205122
Brunswick County,37,019,020512,3,370190205123
Brunswick County,37,019,020512,4,370190205124
Brunswick County,37,019,020513,1,370190205131
Brunswick County,37,019,020513,2,370190205132
Brunswick County,37,019,020514,1,370190205141
Brunswick County,37,019,020514,2,370190205142
Brunswick County,37,019,020514,3,370190205143
Brunswick County,37,019,020515,1,370190205151
Brunswick County,37,019,020515,2,370190205152
Brunswick County,37,019,020515,3,370190205153
Brunswick County,37,019,020515,4,370190205154
Brunswick County,37,019,020516,1,370190205161
Brunswick County,37,019,020516,2,370190205162
Brunswick County,37,019,020516,3,370190205163
Brunswick County,37,019,020517,1,370190205171
Brunswick County,37,019,020517,2,370190205172
Brunswick County,37,019,020517,3,370190205173
Brunswick County,37,019,020517,4,370190205174
Brunswick County,37,019,020518,1,370190205181
Brunswick County,37,019,020518,2,370190205182
Brunswick County,37,019,020518,3,370190205183
Brunswick County,37,019,020601,1,370190206011
Brunswick County,37,019,020601,2,370190206012
Brunswick County,37,019,020601,3,370190206013
Brunswick County,37,019,020602,1,370190206021
Brunswick County,37,019,020602,2,370190206022
Brunswick County,37,019,020602,3,370190206023
Brunswick County,37,019,020603,1,370190206031
Brunswick County,37,019,020603,2,370190206032
Brunswick County,37,019,990100,0,370199901000
Buncombe County,37,021,000100,1,370210001001
Buncombe County,37,021,000100,2,370210001002
Buncombe County,37,021,000200,1,370210002001
Buncombe County,37,021,000200,2,370210002002
Buncombe County,37,021,000300,1,370210003001
Buncombe County,37,021,000300,2,370210003002
Buncombe County,37,021,000400,1,370210004001
Buncombe County,37,021,000400,2,370210004002
Buncombe County,37,021,000400,3,370210004003
Buncombe County,37,021,000500,1,370210005001
Buncombe County,37,021,000500,2,370210005002
Buncombe County,37,021,000500,3,370210005003
Buncombe County,37,021,000600,1,370210006001
Buncombe County,37,021,000600,2,370210006002
Buncombe County,37,021,000700,1,370210007001
Buncombe County,37,021,000800,1,370210008001
Buncombe County,37,021,000800,2,370210008002
Buncombe County,37,021,000800,3,370210008003
Buncombe County,37,021,000900,1,370210009001
Buncombe County,37,021,000900,2,370210009002
Buncombe County,37,021,000900,3,370210009003
Buncombe County,37,021,001000,1,370210010001
Buncombe County,37,021,001000,2,370210010002
Buncombe County,37,021,001100,1,370210011001
Buncombe County,37,021,001100,2,370210011002
Buncombe County,37,021,001100,3,370210011003
Buncombe County,37,021,001200,1,370210012001
Buncombe County,37,021,001200,2,370210012002
Buncombe County,37,021,001200,3,370210012003
Buncombe County,37,021,001200,4,370210012004
Buncombe County,37,021,001200,5,370210012005
Buncombe County,37,021,001300,1,370210013001
Buncombe County,37,021,001300,2,370210013002
Buncombe County,37,021,001300,3,370210013003
Buncombe County,37,021,001401,1,370210014011
Buncombe County,37,021,001401,2,370210014012
Buncombe County,37,021,001401,3,370210014013
Buncombe County,37,021,001402,1,370210014021
Buncombe County,37,021,001402,2,370210014022
Buncombe County,37,021,001500,1,370210015001
Buncombe County,37,021,001500,2,370210015002
Buncombe County,37,021,001601,1,370210016011
Buncombe County,37,021,001601,2,370210016012
Buncombe County,37,021,001602,1,370210016021
Buncombe County,37,021,001602,2,370210016022
Buncombe County,37,021,001700,1,370210017001
Buncombe County,37,021,001700,2,370210017002
Buncombe County,37,021,001801,1,370210018011
Buncombe County,37,021,001801,2,370210018012
Buncombe County,37,021,001802,1,370210018021
Buncombe County,37,021,001802,2,370210018022
Buncombe County,37,021,001900,1,370210019001
Buncombe County,37,021,001900,2,370210019002
Buncombe County,37,021,002000,1,370210020001
Buncombe County,37,021,002000,2,370210020002
Buncombe County,37,021,002000,3,370210020003
Buncombe County,37,021,002000,4,370210020004
Buncombe County,37,021,002101,1,370210021011
Buncombe County,37,021,002102,1,370210021021
Buncombe County,37,021,002102,2,370210021022
Buncombe County,37,021,002102,3,370210021023
Buncombe County,37,021,002203,1,370210022031
Buncombe County,37,021,002203,2,370210022032
Buncombe County,37,021,002203,3,370210022033
Buncombe County,37,021,002204,1,370210022041
Buncombe County,37,021,002204,2,370210022042
Buncombe County,37,021,002204,3,370210022043
Buncombe County,37,021,002204,4,370210022044
Buncombe County,37,021,002205,1,370210022051
Buncombe County,37,021,002205,2,370210022052
Buncombe County,37,021,002205,3,370210022053
Buncombe County,37,021,002206,1,370210022061
Buncombe County,37,021,002206,2,370210022062
Buncombe County,37,021,002303,1,370210023031
Buncombe County,37,021,002303,2,370210023032
Buncombe County,37,021,002303,3,370210023033
Buncombe County,37,021,002303,4,370210023034
Buncombe County,37,021,002304,1,370210023041
Buncombe County,37,021,002305,1,370210023051
Buncombe County,37,021,002305,2,370210023052
Buncombe County,37,021,002306,1,370210023061
Buncombe County,37,021,002306,2,370210023062
Buncombe County,37,021,002401,1,370210024011
Buncombe County,37,021,002401,2,370210024012
Buncombe County,37,021,002402,1,370210024021
Buncombe County,37,021,002402,2,370210024022
Buncombe County,37,021,002402,3,370210024023
Buncombe County,37,021,002503,1,370210025031
Buncombe County,37,021,002503,2,370210025032
Buncombe County,37,021,002503,3,370210025033
Buncombe County,37,021,002504,1,370210025041
Buncombe County,37,021,002504,2,370210025042
Buncombe County,37,021,002504,3,370210025043
Buncombe County,37,021,002505,1,370210025051
Buncombe County,37,021,002505,2,370210025052
Buncombe County,37,021,002505,3,370210025053
Buncombe County,37,021,002506,1,370210025061
Buncombe County,37,021,002506,2,370210025062
Buncombe County,37,021,002506,3,370210025063
Buncombe County,37,021,002603,1,370210026031
Buncombe County,37,021,002603,2,370210026032
Buncombe County,37,021,002604,1,370210026041
Buncombe County,37,021,002604,2,370210026042
Buncombe County,37,021,002604,3,370210026043
Buncombe County,37,021,002604,4,370210026044
Buncombe County,37,021,002606,1,370210026061
Buncombe County,37,021,002606,2,370210026062
Buncombe County,37,021,002606,3,370210026063
Buncombe County,37,021,002607,1,370210026071
Buncombe County,37,021,002607,2,370210026072
Buncombe County,37,021,002607,3,370210026073
Buncombe County,37,021,002608,1,370210026081
Buncombe County,37,021,002608,2,370210026082
Buncombe County,37,021,002608,3,370210026083
Buncombe County,37,021,002608,4,370210026084
Buncombe County,37,021,002608,5,370210026085
Buncombe County,37,021,002609,1,370210026091
Buncombe County,37,021,002701,1,370210027011
Buncombe County,37,021,002701,2,370210027012
Buncombe County,37,021,002701,3,370210027013
Buncombe County,37,021,002702,1,370210027021
Buncombe County,37,021,002702,2,370210027022
Buncombe County,37,021,002702,3,370210027023
Buncombe County,37,021,002704,1,370210027041
Buncombe County,37,021,002704,2,370210027042
Buncombe County,37,021,002704,3,370210027043
Buncombe County,37,021,002704,4,370210027044
Buncombe County,37,021,002705,1,370210027051
Buncombe County,37,021,002803,1,370210028031
Buncombe County,37,021,002803,2,370210028032
Buncombe County,37,021,002803,3,370210028033
Buncombe County,37,021,002804,1,370210028041
Buncombe County,37,021,002804,2,370210028042
Buncombe County,37,021,002804,3,370210028043
Buncombe County,37,021,002900,1,370210029001
Buncombe County,37,021,002900,2,370210029002
Buncombe County,37,021,002900,3,370210029003
Buncombe County,37,021,003002,1,370210030021
Buncombe County,37,021,003002,2,370210030022
Buncombe County,37,021,003002,3,370210030023
Buncombe County,37,021,003002,4,370210030024
Buncombe County,37,021,003003,1,370210030031
Buncombe County,37,021,003003,2,370210030032
Buncombe County,37,021,003003,3,370210030033
Buncombe County,37,021,003004,1,370210030041
Buncombe County,37,021,003004,2,370210030042
Buncombe County,37,021,003103,1,370210031031
Buncombe County,37,021,003105,1,370210031051
Buncombe County,37,021,003105,2,370210031052
Buncombe County,37,021,003105,3,370210031053
Buncombe County,37,021,003106,1,370210031061
Buncombe County,37,021,003107,1,370210031071
Buncombe County,37,021,003107,2,370210031072
Buncombe County,37,021,003107,3,370210031073
Buncombe County,37,021,003107,4,370210031074
Buncombe County,37,021,003108,1,370210031081
Buncombe County,37,021,003201,1,370210032011
Buncombe County,37,021,003202,1,370210032021
Buncombe County,37,021,003202,2,370210032022
Buncombe County,37,021,003202,3,370210032023
Buncombe County,37,021,003202,4,370210032024
Buncombe County,37,021,003203,1,370210032031
Buncombe County,37,021,003203,2,370210032032
Buncombe County,37,021,003203,3,370210032033
Buncombe County,37,021,003204,1,370210032041
Buncombe County,37,021,003204,2,370210032042
Buncombe County,37,021,003204,3,370210032043
Buncombe County,37,021,003205,1,370210032051
Burke County,37,023,020100,1,370230201001
Burke County,37,023,020100,2,370230201002
Burke County,37,023,020100,3,370230201003
Burke County,37,023,020202,1,370230202021
Burke County,37,023,020202,2,370230202022
Burke County,37,023,020203,1,370230202031
Burke County,37,023,020203,2,370230202032
Burke County,37,023,020204,1,370230202041
Burke County,37,023,020204,2,370230202042
Burke County,37,023,020301,1,370230203011
Burke County,37,023,020301,2,370230203012
Burke County,37,023,020301,3,370230203013
Burke County,37,023,020301,4,370230203014
Burke County,37,023,020303,1,370230203031
Burke County,37,023,020303,2,370230203032
Burke County,37,023,020303,3,370230203033
Burke County,37,023,020304,1,370230203041
Burke County,37,023,020304,2,370230203042
Burke County,37,023,020500,1,370230205001
Burke County,37,023,020500,2,370230205002
Burke County,37,023,020600,1,370230206001
Burke County,37,023,020600,2,370230206002
Burke County,37,023,020600,3,370230206003
Burke County,37,023,020600,4,370230206004
Burke County,37,023,020600,5,370230206005
Burke County,37,023,020801,1,370230208011
Burke County,37,023,020801,2,370230208012
Burke County,37,023,020801,3,370230208013
Burke County,37,023,020802,1,370230208021
Burke County,37,023,020802,2,370230208022
Burke County,37,023,020901,1,370230209011
Burke County,37,023,020901,2,370230209012
Burke County,37,023,020902,1,370230209021
Burke County,37,023,020902,2,370230209022
Burke County,37,023,020902,3,370230209023
Burke County,37,023,021000,1,370230210001
Burke County,37,023,021000,2,370230210002
Burke County,37,023,021000,3,370230210003
Burke County,37,023,021000,4,370230210004
Burke County,37,023,021100,1,370230211001
Burke County,37,023,021100,2,370230211002
Burke County,37,023,021100,3,370230211003
Burke County,37,023,021100,4,370230211004
Burke County,37,023,021201,1,370230212011
Burke County,37,023,021201,2,370230212012
Burke County,37,023,021201,3,370230212013
Burke County,37,023,021202,1,370230212021
Burke County,37,023,021202,2,370230212022
Burke County,37,023,021202,3,370230212023
Burke County,37,023,021203,1,370230212031
Burke County,37,023,021203,2,370230212032
Burke County,37,023,021301,1,370230213011
Burke County,37,023,021301,2,370230213012
Burke County,37,023,021301,3,370230213013
Burke County,37,023,021301,4,370230213014
Burke County,37,023,021302,1,370230213021
Burke County,37,023,021302,2,370230213022
Burke County,37,023,021302,3,370230213023
Burke County,37,023,021400,1,370230214001
Burke County,37,023,021400,2,370230214002
Burke County,37,023,021400,3,370230214003
Cabarrus County,37,025,040501,1,370250405011
Cabarrus County,37,025,040501,2,370250405012
Cabarrus County,37,025,040501,3,370250405013
Cabarrus County,37,025,040501,4,370250405014
Cabarrus County,37,025,040501,5,370250405015
Cabarrus County,37,025,040502,1,370250405021
Cabarrus County,37,025,040502,2,370250405022
Cabarrus County,37,025,040502,3,370250405023
Cabarrus County,37,025,040600,1,370250406001
Cabarrus County,37,025,040600,2,370250406002
Cabarrus County,37,025,040600,3,370250406003
Cabarrus County,37,025,040600,4,370250406004
Cabarrus County,37,025,040701,1,370250407011
Cabarrus County,37,025,040701,2,370250407012
Cabarrus County,37,025,040703,1,370250407031
Cabarrus County,37,025,040703,2,370250407032
Cabarrus County,37,025,040704,1,370250407041
Cabarrus County,37,025,040704,2,370250407042
Cabarrus County,37,025,040705,1,370250407051
Cabarrus County,37,025,040705,2,370250407052
Cabarrus County,37,025,040800,1,370250408001
Cabarrus County,37,025,040800,2,370250408002
Cabarrus County,37,025,040800,3,370250408003
Cabarrus County,37,025,040900,1,370250409001
Cabarrus County,37,025,041001,1,370250410011
Cabarrus County,37,025,041001,2,370250410012
Cabarrus County,37,025,041002,1,370250410021
Cabarrus County,37,025,041002,2,370250410022
Cabarrus County,37,025,041100,1,370250411001
Cabarrus County,37,025,041100,2,370250411002
Cabarrus County,37,025,041100,3,370250411003
Cabarrus County,37,025,041100,4,370250411004
Cabarrus County,37,025,041201,1,370250412011
Cabarrus County,37,025,041201,2,370250412012
